unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
WBD|0001318285-26-000017|nonDerivative|2026-08-14|Zaslav David|M|Series A Common Stock|194999|10.16|D,2026-08-17 01:51:20+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-08-14,2026-08-13,0001318285-26-000017,https://www.sec.gov/Archives/edgar/data/1437107/000131828526000017/wk-form4_1786757846.xml,nonDerivative,2026-08-14,M,Series A Common Stock,194999,10.16,1981189.84,7002933,D,Zaslav David,"Director, Officer, Chief Executive Officer & Pres",1,1,0,Chief Executive Officer & Pres,SEC EDGAR
WBD|0001318285-26-000017|nonDerivative|2026-08-14|Zaslav David|S|Series A Common Stock|194999|28.02|D,2026-08-17 01:51:20+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-08-14,2026-08-13,0001318285-26-000017,https://www.sec.gov/Archives/edgar/data/1437107/000131828526000017/wk-form4_1786757846.xml,nonDerivative,2026-08-14,S,Series A Common Stock,194999,28.02,5463871.9799999995,6807934,D,Zaslav David,"Director, Officer, Chief Executive Officer & Pres",1,1,0,Chief Executive Officer & Pres,SEC EDGAR
WBD|0001318285-26-000017|derivative|2026-08-13|Zaslav David|M|Employee Stock Option|678267|0|D,2026-08-17 01:51:20+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-08-14,2026-08-13,0001318285-26-000017,https://www.sec.gov/Archives/edgar/data/1437107/000131828526000017/wk-form4_1786757846.xml,derivative,2026-08-13,M,Employee Stock Option,678267,0,0.0,18130633,D,Zaslav David,"Director, Officer, Chief Executive Officer & Pres",1,1,0,Chief Executive Officer & Pres,SEC EDGAR
WBD|0001318285-26-000017|derivative|2026-08-14|Zaslav David|M|Employee Stock Option|194999|0|D,2026-08-17 01:51:20+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-08-14,2026-08-13,0001318285-26-000017,https://www.sec.gov/Archives/edgar/data/1437107/000131828526000017/wk-form4_1786757846.xml,derivative,2026-08-14,M,Employee Stock Option,194999,0,0.0,17935634,D,Zaslav David,"Director, Officer, Chief Executive Officer & Pres",1,1,0,Chief Executive Officer & Pres,SEC EDGAR
WBD|0001437107-26-000077|nonDerivative|2026-08-13|Merchant Fazal F|S|Series A Common Stock|71539|27.75|D,2026-08-17 01:51:20+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-08-14,2026-08-13,0001437107-26-000077,https://www.sec.gov/Archives/edgar/data/1437107/000143710726000077/wk-form4_1786740780.xml,nonDerivative,2026-08-13,S,Series A Common Stock,71539,27.75,1985207.25,33067,D,Merchant Fazal F,Director,1,0,0,,SEC EDGAR
WBD|0001287510-26-000007|nonDerivative|2026-08-12|FISHER RICHARD W|S|Series A Common Stock|20000|27.46|D,2026-08-17 01:51:20+0000,WBD,"Warner Bros. Discovery, Inc.",0001437107,4,2026-08-14,2026-08-12,0001287510-26-000007,https://www.sec.gov/Archives/edgar/data/1437107/000128751026000007/wk-form4_1786740663.xml,nonDerivative,2026-08-12,S,Series A Common Stock,20000,27.46,549200.0,59546,D,FISHER RICHARD W,Director,1,0,0,,SEC EDGAR
VZ|0002111103-26-000033|derivative|2026-08-13|Villanueva Rodriguez Alfonso|A|Phantom Stock (unitized)|126.31|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0002111103-26-000033,https://www.sec.gov/Archives/edgar/data/732712/000211110326000033/wk-form4_1786738445.xml,derivative,2026-08-13,A,Phantom Stock (unitized),126.31,13.76,1738.0256,6962.921,I,Villanueva Rodriguez Alfonso,"Officer, EVP and Group CEO-VZ Consumer",0,1,0,EVP and Group CEO-VZ Consumer,SEC EDGAR
VZ|0001950027-26-000043|derivative|2026-08-13|Venkatesh Vandana|A|Phantom Stock (unitized)|92.776|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0001950027-26-000043,https://www.sec.gov/Archives/edgar/data/732712/000195002726000043/wk-form4_1786738397.xml,derivative,2026-08-13,A,Phantom Stock (unitized),92.776,13.76,1276.5977599999999,57839.445,I,Venkatesh Vandana,"Officer, EVP and Chief Legal Officer",0,1,0,EVP and Chief Legal Officer,SEC EDGAR
VZ|0001750052-26-000042|derivative|2026-08-13|Stillwell Mary-Lee|A|Phantom Stock (unitized)|42.476|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0001750052-26-000042,https://www.sec.gov/Archives/edgar/data/732712/000175005226000042/wk-form4_1786738124.xml,derivative,2026-08-13,A,Phantom Stock (unitized),42.476,13.76,584.46976,17061.448,I,Stillwell Mary-Lee,"Officer, SVP and Controller",0,1,0,SVP and Controller,SEC EDGAR
VZ|0001578926-26-000040|derivative|2026-08-13|Skiadas Anthony T|A|Phantom Stock (unitized)|126.31|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0001578926-26-000040,https://www.sec.gov/Archives/edgar/data/732712/000157892626000040/wk-form4_1786738068.xml,derivative,2026-08-13,A,Phantom Stock (unitized),126.31,13.76,1738.0256,146866.479,I,Skiadas Anthony T,"Officer, EVP and CFO",0,1,0,EVP and CFO,SEC EDGAR
VZ|0001215315-26-000036|derivative|2026-08-13|SCHULMAN DANIEL H|A|Phantom Stock (unitized)|193.377|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0001215315-26-000036,https://www.sec.gov/Archives/edgar/data/732712/000121531526000036/wk-form4_1786737746.xml,derivative,2026-08-13,A,Phantom Stock (unitized),193.377,13.76,2660.8675200000002,9033.644,I,SCHULMAN DANIEL H,"Director, Officer, CEO",1,1,0,CEO,SEC EDGAR
VZ|0001968243-26-000044|derivative|2026-08-13|Russo Joseph J.|A|Phantom Stock (unitized)|80.201|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0001968243-26-000044,https://www.sec.gov/Archives/edgar/data/732712/000196824326000044/wk-form4_1786738521.xml,derivative,2026-08-13,A,Phantom Stock (unitized),80.201,13.76,1103.56576,84795.406,I,Russo Joseph J.,"Officer, EVP&Pres-Global Networks&Tech",0,1,0,EVP&Pres-Global Networks&Tech,SEC EDGAR
VZ|0001760581-26-000042|derivative|2026-08-13|Malady Kyle|A|Phantom Stock (unitized)|126.31|13.76|I,2026-08-17 01:51:20+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-14,2026-08-13,0001760581-26-000042,https://www.sec.gov/Archives/edgar/data/732712/000176058126000042/wk-form4_1786737876.xml,derivative,2026-08-13,A,Phantom Stock (unitized),126.31,13.76,1738.0256,424138.517,I,Malady Kyle,"Officer, EVP and Group CEO-VZ Business",0,1,0,EVP and Group CEO-VZ Business,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|M|Common Stock|26100.00|113.16|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,M,Common Stock,26100.00,113.16,2953476.0,66614.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|M|Common Stock|24800.00|164.38|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,M,Common Stock,24800.00,164.38,4076624.0,91414.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|M|Common Stock|22400.00|185.31|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,M,Common Stock,22400.00,185.31,4150944.0,113814.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|M|Common Stock|21670.00|180.52|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,M,Common Stock,21670.00,180.52,3911868.4000000004,135484.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|M|Common Stock|27000.00|133.95|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,M,Common Stock,27000.00,133.95,3616649.9999999995,162484.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|F|Common Stock|18882.00|287.79|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,F,Common Stock,18882.00,287.79,5434050.78,143602.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|F|Common Stock|18969.00|287.79|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,F,Common Stock,18969.00,287.79,5459088.510000001,124633.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|F|Common Stock|17287.00|287.79|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,F,Common Stock,17287.00,287.79,4975025.73,107346.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|F|Common Stock|17176.00|287.79|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,F,Common Stock,17176.00,287.79,4943081.04,90170.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|nonDerivative|2026-08-12|Hill J Thomas|F|Common Stock|17962.00|287.79|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,nonDerivative,2026-08-12,F,Common Stock,17962.00,287.79,5169283.98,72208.665,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|derivative|2026-08-12|Hill J Thomas|M|Stock Appreciation Right|22400.00|0.00|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,derivative,2026-08-12,M,Stock Appreciation Right,22400.00,0.00,0.0,0.00,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|derivative|2026-08-12|Hill J Thomas|M|Stock Appreciation Right|21670.00|0.00|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,derivative,2026-08-12,M,Stock Appreciation Right,21670.00,0.00,0.0,0.00,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|derivative|2026-08-12|Hill J Thomas|M|Stock Appreciation Right|24800.00|0.00|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,derivative,2026-08-12,M,Stock Appreciation Right,24800.00,0.00,0.0,0.00,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|derivative|2026-08-12|Hill J Thomas|M|Stock Appreciation Right|27000.00|0.00|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,derivative,2026-08-12,M,Stock Appreciation Right,27000.00,0.00,0.0,0.00,D,Hill J Thomas,,true,false,false,,SEC EDGAR
VMC|0001564533-26-000011|derivative|2026-08-12|Hill J Thomas|M|Stock Appreciation Right|26100.00|0.00|D,2026-08-17 01:51:20+0000,VMC,Vulcan Materials CO,0001396009,4,2026-08-14,2026-08-12,0001564533-26-000011,https://www.sec.gov/Archives/edgar/data/1396009/000156453326000011/primarydocument.xml,derivative,2026-08-12,M,Stock Appreciation Right,26100.00,0.00,0.0,0.00,D,Hill J Thomas,,true,false,false,,SEC EDGAR
TPL|0001437749-26-027889|nonDerivative|2026-08-13|HORIZON KINETICS ASSET MANAGEMENT LLC|P|Common Stock|1|343.02|D,2026-08-17 01:51:20+0000,TPL,Texas Pacific Land Corp,0001811074,4,2026-08-14,2026-08-13,0001437749-26-027889,https://www.sec.gov/Archives/edgar/data/1811074/000143774926027889/rdgdoc.xml,nonDerivative,2026-08-13,P,Common Stock,1,343.02,343.02,3244009,D,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,,,1,,SEC EDGAR
TKO|0001193125-26-352889|nonDerivative|2026-08-13|Khan Nick|S|Class A Common Stock|500|195.04|D,2026-08-17 01:51:20+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-08-14,2026-08-13,0001193125-26-352889,https://www.sec.gov/Archives/edgar/data/1973266/000119312526352889/ownership.xml,nonDerivative,2026-08-13,S,Class A Common Stock,500,195.04,97520.0,48432.535,D,Khan Nick,,true,false,false,,SEC EDGAR
TKO|0001193125-26-352889|nonDerivative|2026-08-13|Khan Nick|S|Class A Common Stock|3800|196.29|D,2026-08-17 01:51:20+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-08-14,2026-08-13,0001193125-26-352889,https://www.sec.gov/Archives/edgar/data/1973266/000119312526352889/ownership.xml,nonDerivative,2026-08-13,S,Class A Common Stock,3800,196.29,745902.0,44632.535,D,Khan Nick,,true,false,false,,SEC EDGAR
TKO|0001193125-26-352889|nonDerivative|2026-08-13|Khan Nick|S|Class A Common Stock|2400|196.96|D,2026-08-17 01:51:20+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-08-14,2026-08-13,0001193125-26-352889,https://www.sec.gov/Archives/edgar/data/1973266/000119312526352889/ownership.xml,nonDerivative,2026-08-13,S,Class A Common Stock,2400,196.96,472704.0,42232.535,D,Khan Nick,,true,false,false,,SEC EDGAR
TKO|0001193125-26-352889|nonDerivative|2026-08-13|Khan Nick|S|Class A Common Stock|900|198.24|D,2026-08-17 01:51:20+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-08-14,2026-08-13,0001193125-26-352889,https://www.sec.gov/Archives/edgar/data/1973266/000119312526352889/ownership.xml,nonDerivative,2026-08-13,S,Class A Common Stock,900,198.24,178416.0,41332.535,D,Khan Nick,,true,false,false,,SEC EDGAR
TKO|0001193125-26-352889|nonDerivative|2026-08-13|Khan Nick|S|Class A Common Stock|1989|199.14|D,2026-08-17 01:51:20+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-08-14,2026-08-13,0001193125-26-352889,https://www.sec.gov/Archives/edgar/data/1973266/000119312526352889/ownership.xml,nonDerivative,2026-08-13,S,Class A Common Stock,1989,199.14,396089.45999999996,39343.535,D,Khan Nick,,true,false,false,,SEC EDGAR
STX|0001137789-26-000173|nonDerivative|2026-08-13|Teh Ban Seng|M|Ordinary Shares|1597|68.83|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,nonDerivative,2026-08-13,M,Ordinary Shares,1597,68.83,109921.51,5887,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|nonDerivative|2026-08-13|Teh Ban Seng|M|Ordinary Shares|2636|64.31|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,nonDerivative,2026-08-13,M,Ordinary Shares,2636,64.31,169521.16,8523,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|nonDerivative|2026-08-13|Teh Ban Seng|M|Ordinary Shares|1769|101.34|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,nonDerivative,2026-08-13,M,Ordinary Shares,1769,101.34,179270.46,10292,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|nonDerivative|2026-08-13|Teh Ban Seng|S|Ordinary Shares|6002|920.14|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,nonDerivative,2026-08-13,S,Ordinary Shares,6002,920.14,5522680.28,4290,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|nonDerivative|2026-08-13|Teh Ban Seng|S|Ordinary Shares|1359|923.7291|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,nonDerivative,2026-08-13,S,Ordinary Shares,1359,923.7291,1255347.8469,2931,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|derivative|2026-08-13|Teh Ban Seng|M|NQ Options|1597|0|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,derivative,2026-08-13,M,NQ Options,1597,0,0.0,533,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|derivative|2026-08-13|Teh Ban Seng|M|NQ Options|2636|0|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,derivative,2026-08-13,M,NQ Options,2636,0,0.0,11424,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STX|0001137789-26-000173|derivative|2026-08-13|Teh Ban Seng|M|NQ Options|1769|0|D,2026-08-17 01:51:20+0000,STX,Seagate Technology Holdings plc,0001137789,4,2026-08-14,2026-08-13,0001137789-26-000173,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000173/wk-form4_1786740720.xml,derivative,2026-08-13,M,NQ Options,1769,0,0.0,14740,D,Teh Ban Seng,"Officer, EVP & Chief Commercial Officer",0,1,0,EVP & Chief Commercial Officer,SEC EDGAR
STLD|0001022671-26-000145|nonDerivative|2026-08-13|Hamann Jennifer L|A|Common Stock|72|0|D,2026-08-17 01:51:20+0000,STLD,STEEL DYNAMICS INC,0001022671,4,2026-08-14,2026-08-13,0001022671-26-000145,https://www.sec.gov/Archives/edgar/data/1022671/000102267126000145/form4.xml,nonDerivative,2026-08-13,A,Common Stock,72,0,0.0,5376,D,Hamann Jennifer L,Director,1,0,0,,SEC EDGAR
"RSG|0001104659-26-097181|nonDerivative|2026-08-12|CASCADE INVESTMENT, L.L.C.|P|Common stock|4410|213.7001|D",2026-08-17 01:51:20+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-08-14,2026-08-12,0001104659-26-097181,https://www.sec.gov/Archives/edgar/data/1060391/000110465926097181/tm2623234-1_4seq1.xml,nonDerivative,2026-08-12,P,Common stock,4410,213.7001,942417.441,111310056,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-097181|nonDerivative|2026-08-12|CASCADE INVESTMENT, L.L.C.|P|Common stock|26111|214.6267|D",2026-08-17 01:51:20+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-08-14,2026-08-12,0001104659-26-097181,https://www.sec.gov/Archives/edgar/data/1060391/000110465926097181/tm2623234-1_4seq1.xml,nonDerivative,2026-08-12,P,Common stock,26111,214.6267,5604117.7637,111336167,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
