unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
NXPI|0001782289-26-000002|derivative|2026-06-10|Southern Julie|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001782289-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000178228926000002/wk-form4_1781259041.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,Southern Julie,Director,1,0,0,,SEC EDGAR
NXPI|0001143422-26-000002|nonDerivative|2026-06-10|SUMME GREGORY L|M|Common Stock|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001143422-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000114342226000002/wk-form4_1781259047.xml,nonDerivative,2026-06-10,M,Common Stock,1035,0,0.0,9157.896,D,SUMME GREGORY L,Director,1,0,0,,SEC EDGAR
NXPI|0001143422-26-000002|nonDerivative|2026-06-10|SUMME GREGORY L|F|Common Stock|513|297.41|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001143422-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000114342226000002/wk-form4_1781259047.xml,nonDerivative,2026-06-10,F,Common Stock,513,297.41,152571.33000000002,8644.896,D,SUMME GREGORY L,Director,1,0,0,,SEC EDGAR
NXPI|0001143422-26-000002|derivative|2026-06-10|SUMME GREGORY L|M|Restricted Stock Unit|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001143422-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000114342226000002/wk-form4_1781259047.xml,derivative,2026-06-10,M,Restricted Stock Unit,1035,0,0.0,0,D,SUMME GREGORY L,Director,1,0,0,,SEC EDGAR
NXPI|0001143422-26-000002|derivative|2026-06-10|SUMME GREGORY L|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001143422-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000114342226000002/wk-form4_1781259047.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,SUMME GREGORY L,Director,1,0,0,,SEC EDGAR
NXPI|0001781889-26-000002|nonDerivative|2026-06-10|Olving Lena|M|Common Stock|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001781889-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000178188926000002/wk-form4_1781259034.xml,nonDerivative,2026-06-10,M,Common Stock,1035,0,0.0,5000,D,Olving Lena,Director,1,0,0,,SEC EDGAR
NXPI|0001781889-26-000002|nonDerivative|2026-06-10|Olving Lena|F|Common Stock|513|297.41|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001781889-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000178188926000002/wk-form4_1781259034.xml,nonDerivative,2026-06-10,F,Common Stock,513,297.41,152571.33000000002,4487,D,Olving Lena,Director,1,0,0,,SEC EDGAR
NXPI|0001781889-26-000002|derivative|2026-06-10|Olving Lena|M|Restricted Stock Unit|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001781889-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000178188926000002/wk-form4_1781259034.xml,derivative,2026-06-10,M,Restricted Stock Unit,1035,0,0.0,0,D,Olving Lena,Director,1,0,0,,SEC EDGAR
NXPI|0001781889-26-000002|derivative|2026-06-10|Olving Lena|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001781889-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000178188926000002/wk-form4_1781259034.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,Olving Lena,Director,1,0,0,,SEC EDGAR
NXPI|0001165737-26-000002|nonDerivative|2026-06-10|GAVRIELOV MOSHE|M|Common Stock|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001165737-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000116573726000002/wk-form4_1781259022.xml,nonDerivative,2026-06-10,M,Common Stock,1035,0,0.0,2234,D,GAVRIELOV MOSHE,Director,1,0,0,,SEC EDGAR
NXPI|0001165737-26-000002|nonDerivative|2026-06-10|GAVRIELOV MOSHE|F|Common Stock|426|297.41|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001165737-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000116573726000002/wk-form4_1781259022.xml,nonDerivative,2026-06-10,F,Common Stock,426,297.41,126696.66,1808,D,GAVRIELOV MOSHE,Director,1,0,0,,SEC EDGAR
NXPI|0001165737-26-000002|derivative|2026-06-10|GAVRIELOV MOSHE|M|Restricted Stock Unit|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001165737-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000116573726000002/wk-form4_1781259022.xml,derivative,2026-06-10,M,Restricted Stock Unit,1035,0,0.0,0,D,GAVRIELOV MOSHE,Director,1,0,0,,SEC EDGAR
NXPI|0001165737-26-000002|derivative|2026-06-10|GAVRIELOV MOSHE|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001165737-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000116573726000002/wk-form4_1781259022.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,GAVRIELOV MOSHE,Director,1,0,0,,SEC EDGAR
NXPI|0001831914-26-000006|nonDerivative|2026-06-10|Foxx Anthony R|M|Common Stock|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001831914-26-000006,https://www.sec.gov/Archives/edgar/data/1413447/000183191426000006/wk-form4_1781259066.xml,nonDerivative,2026-06-10,M,Common Stock,1035,0,0.0,4043,D,Foxx Anthony R,Director,1,0,0,,SEC EDGAR
NXPI|0001831914-26-000006|nonDerivative|2026-06-10|Foxx Anthony R|F|Common Stock|513|297.41|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001831914-26-000006,https://www.sec.gov/Archives/edgar/data/1413447/000183191426000006/wk-form4_1781259066.xml,nonDerivative,2026-06-10,F,Common Stock,513,297.41,152571.33000000002,3530,D,Foxx Anthony R,Director,1,0,0,,SEC EDGAR
NXPI|0001831914-26-000006|derivative|2026-06-10|Foxx Anthony R|M|Restricted Stock Unit|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001831914-26-000006,https://www.sec.gov/Archives/edgar/data/1413447/000183191426000006/wk-form4_1781259066.xml,derivative,2026-06-10,M,Restricted Stock Unit,1035,0,0.0,0,D,Foxx Anthony R,Director,1,0,0,,SEC EDGAR
NXPI|0001831914-26-000006|derivative|2026-06-10|Foxx Anthony R|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001831914-26-000006,https://www.sec.gov/Archives/edgar/data/1413447/000183191426000006/wk-form4_1781259066.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,Foxx Anthony R,Director,1,0,0,,SEC EDGAR
NXPI|0001932066-26-000002|nonDerivative|2026-06-10|Chunyuan Gu|M|Common Stock|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001932066-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000193206626000002/wk-form4_1781259027.xml,nonDerivative,2026-06-10,M,Common Stock,1035,0,0.0,3331,D,Chunyuan Gu,Director,1,0,0,,SEC EDGAR
NXPI|0001932066-26-000002|nonDerivative|2026-06-10|Chunyuan Gu|F|Common Stock|418|297.41|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001932066-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000193206626000002/wk-form4_1781259027.xml,nonDerivative,2026-06-10,F,Common Stock,418,297.41,124317.38,2913,D,Chunyuan Gu,Director,1,0,0,,SEC EDGAR
NXPI|0001932066-26-000002|derivative|2026-06-10|Chunyuan Gu|M|Restricted Stock Unit|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001932066-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000193206626000002/wk-form4_1781259027.xml,derivative,2026-06-10,M,Restricted Stock Unit,1035,0,0.0,0,D,Chunyuan Gu,Director,1,0,0,,SEC EDGAR
NXPI|0001932066-26-000002|derivative|2026-06-10|Chunyuan Gu|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001932066-26-000002,https://www.sec.gov/Archives/edgar/data/1413447/000193206626000002/wk-form4_1781259027.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,Chunyuan Gu,Director,1,0,0,,SEC EDGAR
NXPI|0001231452-26-000004|nonDerivative|2026-06-10|CLAYTON ANNETTE K|M|Common Stock|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001231452-26-000004,https://www.sec.gov/Archives/edgar/data/1413447/000123145226000004/wk-form4_1781259054.xml,nonDerivative,2026-06-10,M,Common Stock,1035,0,0.0,4043,D,CLAYTON ANNETTE K,Director,1,0,0,,SEC EDGAR
NXPI|0001231452-26-000004|nonDerivative|2026-06-10|CLAYTON ANNETTE K|F|Common Stock|513|297.41|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001231452-26-000004,https://www.sec.gov/Archives/edgar/data/1413447/000123145226000004/wk-form4_1781259054.xml,nonDerivative,2026-06-10,F,Common Stock,513,297.41,152571.33000000002,3530,D,CLAYTON ANNETTE K,Director,1,0,0,,SEC EDGAR
NXPI|0001231452-26-000004|derivative|2026-06-10|CLAYTON ANNETTE K|M|Restricted Stock Unit|1035|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001231452-26-000004,https://www.sec.gov/Archives/edgar/data/1413447/000123145226000004/wk-form4_1781259054.xml,derivative,2026-06-10,M,Restricted Stock Unit,1035,0,0.0,0,D,CLAYTON ANNETTE K,Director,1,0,0,,SEC EDGAR
NXPI|0001231452-26-000004|derivative|2026-06-10|CLAYTON ANNETTE K|A|Restricted Stock Unit|841|0|D,2026-06-12 12:41:02+0000,NXPI,NXP Semiconductors N.V.,0001413447,4,2026-06-12,2026-06-10,0001231452-26-000004,https://www.sec.gov/Archives/edgar/data/1413447/000123145226000004/wk-form4_1781259054.xml,derivative,2026-06-10,A,Restricted Stock Unit,841,0,0.0,841,D,CLAYTON ANNETTE K,Director,1,0,0,,SEC EDGAR
CHD|0000313927-26-000271|nonDerivative|2026-06-11|SHEARER ROBERT K|S|Common Stock|8600|97.9701|D,2026-06-12 12:41:02+0000,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,4,2026-06-12,2026-06-11,0000313927-26-000271,https://www.sec.gov/Archives/edgar/data/313927/000031392726000271/form4.xml,nonDerivative,2026-06-11,S,Common Stock,8600,97.9701,842542.86,30678,D,SHEARER ROBERT K,Director,1,,,,SEC EDGAR
CHD|0000313927-26-000271|nonDerivative|2026-06-11|SHEARER ROBERT K|M|Common Stock|8600|77.33|D,2026-06-12 12:41:02+0000,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,4,2026-06-12,2026-06-11,0000313927-26-000271,https://www.sec.gov/Archives/edgar/data/313927/000031392726000271/form4.xml,nonDerivative,2026-06-11,M,Common Stock,8600,77.33,665038.0,39278,D,SHEARER ROBERT K,Director,1,,,,SEC EDGAR
CHD|0000313927-26-000271|derivative|2026-06-11|SHEARER ROBERT K|M|Stock Option (right to buy)|8600|0|D,2026-06-12 12:41:02+0000,CHD,CHURCH & DWIGHT CO INC /DE/,0000313927,4,2026-06-12,2026-06-11,0000313927-26-000271,https://www.sec.gov/Archives/edgar/data/313927/000031392726000271/form4.xml,derivative,2026-06-11,M,Stock Option (right to buy),8600,0,0.0,0,D,SHEARER ROBERT K,Director,1,,,,SEC EDGAR
ZTS|0001628280-26-042528|nonDerivative|2026-06-10|MCCALLISTER MICHAEL B|G|Common Stock|1209|0|D,2026-06-12 12:41:02+0000,ZTS,Zoetis Inc.,0001555280,4,2026-06-11,2026-06-10,0001628280-26-042528,https://www.sec.gov/Archives/edgar/data/1555280/000162828026042528/wk-form4_1781210210.xml,nonDerivative,2026-06-10,G,Common Stock,1209,0,0.0,0,D,MCCALLISTER MICHAEL B,Director,1,0,0,,SEC EDGAR
XYZ|0001628280-26-042598|nonDerivative|2026-06-09|Eisen Anthony Mathew|S|Class A  Common Stock|6000|68.82|D,2026-06-12 12:41:02+0000,XYZ,"Block, Inc.",0001512673,4,2026-06-11,2026-06-09,0001628280-26-042598,https://www.sec.gov/Archives/edgar/data/1512673/000162828026042598/wk-form4_1781215367.xml,nonDerivative,2026-06-09,S,Class A  Common Stock,6000,68.82,412919.99999999994,1996990,D,Eisen Anthony Mathew,Director,1,0,0,,SEC EDGAR
XYZ|0001628280-26-042598|nonDerivative|2026-06-10|Eisen Anthony Mathew|S|Class A  Common Stock|6000|66.64|D,2026-06-12 12:41:02+0000,XYZ,"Block, Inc.",0001512673,4,2026-06-11,2026-06-09,0001628280-26-042598,https://www.sec.gov/Archives/edgar/data/1512673/000162828026042598/wk-form4_1781215367.xml,nonDerivative,2026-06-10,S,Class A  Common Stock,6000,66.64,399840.0,1990990,D,Eisen Anthony Mathew,Director,1,0,0,,SEC EDGAR
XYZ|0001628280-26-042598|nonDerivative|2026-06-11|Eisen Anthony Mathew|S|Class A  Common Stock|6000|66.07|D,2026-06-12 12:41:02+0000,XYZ,"Block, Inc.",0001512673,4,2026-06-11,2026-06-09,0001628280-26-042598,https://www.sec.gov/Archives/edgar/data/1512673/000162828026042598/wk-form4_1781215367.xml,nonDerivative,2026-06-11,S,Class A  Common Stock,6000,66.07,396419.99999999994,1984990,D,Eisen Anthony Mathew,Director,1,0,0,,SEC EDGAR
WYNN|0001104659-26-072966|derivative|2026-06-09|FERTITTA TILMAN J|S|Call Option (obligation to sell)|125000|7.3589|I,2026-06-12 12:41:02+0000,WYNN,WYNN RESORTS LTD,0001174922,4,2026-06-11,2026-06-09,0001104659-26-072966,https://www.sec.gov/Archives/edgar/data/1174922/000110465926072966/tm2617592-1_4seq1.xml,derivative,2026-06-09,S,Call Option (obligation to sell),125000,7.3589,919862.5,125000,I,FERTITTA TILMAN J,10% Owner,0,0,1,,SEC EDGAR
WYNN|0001104659-26-072966|derivative|2026-06-09|FERTITTA TILMAN J|S|Call Option (obligation to sell)|125000|6.2902|I,2026-06-12 12:41:02+0000,WYNN,WYNN RESORTS LTD,0001174922,4,2026-06-11,2026-06-09,0001104659-26-072966,https://www.sec.gov/Archives/edgar/data/1174922/000110465926072966/tm2617592-1_4seq1.xml,derivative,2026-06-09,S,Call Option (obligation to sell),125000,6.2902,786275.0,125000,I,FERTITTA TILMAN J,10% Owner,0,0,1,,SEC EDGAR
WYNN|0001104659-26-072966|derivative|2026-06-10|FERTITTA TILMAN J|S|Call Option (obligation to sell)|300000|4.9429|I,2026-06-12 12:41:02+0000,WYNN,WYNN RESORTS LTD,0001174922,4,2026-06-11,2026-06-09,0001104659-26-072966,https://www.sec.gov/Archives/edgar/data/1174922/000110465926072966/tm2617592-1_4seq1.xml,derivative,2026-06-10,S,Call Option (obligation to sell),300000,4.9429,1482870.0,300000,I,FERTITTA TILMAN J,10% Owner,0,0,1,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|48|528.0733|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,48,528.0733,25347.5184,26105,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|64|530.2675|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,64,530.2675,33937.12,26041,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|48|531.6167|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,48,531.6167,25517.6016,25993,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|96|533.0133|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,96,533.0133,51169.27679999999,25897,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|48|533.9733|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,48,533.9733,25630.718399999998,25849,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|16|534.9|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,16,534.9,8558.4,25833,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|112|536.2686|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,112,536.2686,60062.0832,25721,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|71|537.7273|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,71,537.7273,38178.6383,25650,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|57|538.8116|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,57,538.8116,30712.2612,25593,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|32|539.815|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,32,539.815,17274.08,25561,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|16|540.96|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,16,540.96,8655.36,25545,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
WDC|0001266824-26-000127|nonDerivative|2026-06-09|Cole Martin I|S|Common Stock|48|542.7867|D,2026-06-12 12:41:02+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-06-11,2026-06-09,0001266824-26-000127,https://www.sec.gov/Archives/edgar/data/106040/000126682426000127/edgardoc.xml,nonDerivative,2026-06-09,S,Common Stock,48,542.7867,26053.761599999998,25497,D,Cole Martin I,Director,1,0,0,,SEC EDGAR
