unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|2717|547.73|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2717,547.73,1488182.4100000001,149014,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|1993|548.47|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1993,548.47,1093100.71,147021,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|649|550.03|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,649,550.03,356969.47,146372,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|1476|551.38|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1476,551.38,813836.88,144896,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|3575|552.15|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,3575,552.15,1973936.25,141322,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|2617|553.09|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2617,553.09,1447436.53,138705,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|450|554.33|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,450,554.33,249448.50000000003,138255,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|952|555.54|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,952,555.54,528874.08,137303,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|2913|556.80|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2913,556.80,1621958.4,134390,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|9947|557.77|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,9947,557.77,5548138.1899999995,124443,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|8830|558.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,8830,558.65,4932879.5,115613,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|10113|559.62|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,10113,559.62,5659437.06,105500,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|11196|560.66|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,11196,560.66,6277149.359999999,94304,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|9285|561.75|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,9285,561.75,5215848.75,85019,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|4310|562.53|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,4310,562.53,2424504.3,80709,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|1904|563.44|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1904,563.44,1072789.76,78806,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|2765|564.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2765,564.63,1561201.95,76041,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|1135|565.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1135,565.63,641990.05,74905,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|721|566.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,721,566.65,408554.64999999997,74184,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|1524|567.45|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1524,567.45,864793.8,72660,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|S|Class C Common Stock|1900|560.87|D",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1900,560.87,1065653.0,1403750,D,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|nonDerivative|2026-09-11|Silver Lake Partners IV, L.P.|J|Class C Common Stock|41849||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,nonDerivative,2026-09-11,J,Class C Common Stock,41849,,,30811,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392079|derivative|2026-09-11|Silver Lake Partners IV, L.P.|M|Class B Common Stock|109882|0|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392079,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392079/ownership.xml,derivative,2026-09-11,M,Class B Common Stock,109882,0,0.0,16635103,I,"Silver Lake Partners IV, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|M|Class C Common Stock|107040||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,M,Class C Common Stock,107040,,,154426,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|2479|547.73|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2479,547.73,1357822.6700000002,151947,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|1818|548.47|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1818,548.47,997118.4600000001,150129,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|592|550.03|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,592,550.03,325617.76,149537,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|1347|551.38|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1347,551.38,742708.86,148190,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|3262|552.15|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,3262,552.15,1801113.2999999998,144928,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|2388|553.09|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2388,553.09,1320778.9200000002,142540,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|410|554.33|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,410,554.33,227275.30000000002,142130,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|868|555.54|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,868,555.54,482208.72,141261,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|2658|556.80|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2658,556.80,1479974.4,138603,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|9076|557.77|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,9076,557.77,5062320.52,129526,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|8057|558.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,8057,558.65,4501043.05,121470,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|9228|559.62|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,9228,559.62,5164173.36,112242,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|10216|560.66|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,10216,560.66,5727702.56,102027,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|8472|561.75|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,8472,561.75,4759146.0,93554,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|3933|562.53|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,3933,562.53,2212430.4899999998,89622,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|1737|563.44|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1737,563.44,978695.2800000001,87885,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|2523|564.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,2523,564.63,1424561.49,85362,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|1036|565.63|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1036,565.63,585992.68,84326,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|658|566.65|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,658,566.65,372855.7,83667,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|S|Class C Common Stock|1390|567.45|I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,S,Class C Common Stock,1390,567.45,788755.5000000001,82277,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
"DELL|0001193125-26-392089|nonDerivative|2026-09-11|SL SPV-2, L.P.|J|Class C Common Stock|47386||I",2026-09-17 04:45:13+0000,DELL,Dell Technologies Inc.,0001571996,4,2026-09-15,2026-09-11,0001193125-26-392089,https://www.sec.gov/Archives/edgar/data/1571996/000119312526392089/ownership.xml,nonDerivative,2026-09-11,J,Class C Common Stock,47386,,,34891,I,"SL SPV-2, L.P.",,true,false,true,,SEC EDGAR
