unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|C|Class A Common Stock|99613|0|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,C,Class A Common Stock,99613,0,0.0,204662,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|S|Class A Common Stock|2324|188.9153|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,S,Class A Common Stock,2324,188.9153,439039.1572,202338,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|S|Class A Common Stock|1776|189.6906|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,S,Class A Common Stock,1776,189.6906,336890.5056,200562,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|S|Class A Common Stock|4849|190.9495|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,S,Class A Common Stock,4849,190.9495,925914.1255,195713,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|S|Class A Common Stock|63855|192.0989|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,S,Class A Common Stock,63855,192.0989,12266475.259499999,131858,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|S|Class A Common Stock|24934|192.8404|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,S,Class A Common Stock,24934,192.8404,4808282.5336,106924,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|nonDerivative|2026-09-23|DUFFIELD DAVID A|S|Class A Common Stock|1875|193.621|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,nonDerivative,2026-09-23,S,Class A Common Stock,1875,193.621,363039.375,105049,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
WDAY|0000938071-26-000059|derivative|2026-09-23|DUFFIELD DAVID A|C|Class B Common Stock|99613|0|D,2026-09-25 04:47:50+0000,WDAY,"Workday, Inc.",0001327811,4,2026-09-24,2026-09-23,0000938071-26-000059,https://www.sec.gov/Archives/edgar/data/1327811/000093807126000059/wk-form4_1790296832.xml,derivative,2026-09-23,C,Class B Common Stock,99613,0,0.0,35877231,D,DUFFIELD DAVID A,10% Owner,0,0,1,,SEC EDGAR
UNH|0000731766-26-000229|nonDerivative|2026-09-22|Zaetta Christopher R|A|Common Stock|66.975|0|D,2026-09-25 04:47:50+0000,UNH,UNITEDHEALTH GROUP INC,0000731766,4,2026-09-24,2026-09-22,0000731766-26-000229,https://www.sec.gov/Archives/edgar/data/731766/000073176626000229/wk-form4_1790280792.xml,nonDerivative,2026-09-22,A,Common Stock,66.975,0,0.0,15926.815,D,Zaetta Christopher R,"Officer, EVP & Chief Legal Officer",0,1,0,EVP & Chief Legal Officer,SEC EDGAR
UNH|0000731766-26-000234|nonDerivative|2026-09-22|Stankiewicz Dennis Andrew|A|Common Stock|51.084|0|D,2026-09-25 04:47:50+0000,UNH,UNITEDHEALTH GROUP INC,0000731766,4,2026-09-24,2026-09-22,0000731766-26-000234,https://www.sec.gov/Archives/edgar/data/731766/000073176626000234/wk-form4_1790280819.xml,nonDerivative,2026-09-22,A,Common Stock,51.084,0,0.0,10108.651,D,Stankiewicz Dennis Andrew,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
UNH|0000731766-26-000231|nonDerivative|2026-09-22|Noseworthy John H|A|Common Stock|46|0|D,2026-09-25 04:47:50+0000,UNH,UNITEDHEALTH GROUP INC,0000731766,4,2026-09-24,2026-09-22,0000731766-26-000231,https://www.sec.gov/Archives/edgar/data/731766/000073176626000231/wk-form4_1790280803.xml,nonDerivative,2026-09-22,A,Common Stock,46,0,0.0,7662,D,Noseworthy John H,Director,1,0,0,,SEC EDGAR
UNH|0000731766-26-000222|nonDerivative|2026-09-22|Noel Timothy John|A|Common Stock|83.94|0|D,2026-09-25 04:47:50+0000,UNH,UNITEDHEALTH GROUP INC,0000731766,4,2026-09-24,2026-09-22,0000731766-26-000222,https://www.sec.gov/Archives/edgar/data/731766/000073176626000222/wk-form4_1790280742.xml,nonDerivative,2026-09-22,A,Common Stock,83.94,0,0.0,17734.656,D,Noel Timothy John,"Officer, Chief Executive Officer,  UHC",0,1,0,"Chief Executive Officer,  UHC",SEC EDGAR
UNH|0000731766-26-000221|nonDerivative|2026-09-22|McSweeney Erin|A|Common Stock|53.225|0|D,2026-09-25 04:47:50+0000,UNH,UNITEDHEALTH GROUP INC,0000731766,4,2026-09-24,2026-09-22,0000731766-26-000221,https://www.sec.gov/Archives/edgar/data/731766/000073176626000221/wk-form4_1790280734.xml,nonDerivative,2026-09-22,A,Common Stock,53.225,0,0.0,15654.378,D,McSweeney Erin,"Officer, EVP & Chief People Officer",0,1,0,EVP & Chief People Officer,SEC EDGAR
