unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
ROP|0001193125-26-318076|nonDerivative|2026-07-27|Stipancich John K|S|Common Stock|2000|379.05|D,2026-07-28 03:29:07+0000,ROP,ROPER TECHNOLOGIES INC,0000882835,4,2026-07-27,2026-07-27,0001193125-26-318076,https://www.sec.gov/Archives/edgar/data/882835/000119312526318076/ownership.xml,nonDerivative,2026-07-27,S,Common Stock,2000,379.05,758100.0,35634,D,Stipancich John K,"EVP, Chief Legal Officer & Sec",false,true,false,"EVP, Chief Legal Officer & Sec",SEC EDGAR
ROP|0001193125-26-318076|derivative|2026-07-27|Stipancich John K|M|Employee Stock Options (right to buy)|2000|228.84|D,2026-07-28 03:29:07+0000,ROP,ROPER TECHNOLOGIES INC,0000882835,4,2026-07-27,2026-07-27,0001193125-26-318076,https://www.sec.gov/Archives/edgar/data/882835/000119312526318076/ownership.xml,derivative,2026-07-27,M,Employee Stock Options (right to buy),2000,228.84,457680.0,0,D,Stipancich John K,"EVP, Chief Legal Officer & Sec",false,true,false,"EVP, Chief Legal Officer & Sec",SEC EDGAR
PGR|0000080661-26-000272|nonDerivative|2026-07-23|Broz Steven|S|Common|1156|205.17|D,2026-07-28 03:29:07+0000,PGR,PROGRESSIVE CORP/OH/,0000080661,4,2026-07-27,2026-07-23,0000080661-26-000272,https://www.sec.gov/Archives/edgar/data/80661/000008066126000272/form4.xml,nonDerivative,2026-07-23,S,Common,1156,205.17,237176.52,26354.626,D,Broz Steven,"Officer, Chief Information Officer",,1,,Chief Information Officer,SEC EDGAR
PCG|0001628280-26-049812|derivative|2026-07-23|Vallejo Alejandro T|A|Phantom Stock|422.15|17.54|D,2026-07-28 03:29:07+0000,PCG,PG&E Corp,0001004980,4,2026-07-27,2026-07-23,0001628280-26-049812,https://www.sec.gov/Archives/edgar/data/1004980/000162828026049812/wk-form4_1785183460.xml,derivative,2026-07-23,A,Phantom Stock,422.15,17.54,7404.5109999999995,34509.82,D,Vallejo Alejandro T,"Officer, EVP, Chief People Officer",0,1,0,"EVP, Chief People Officer",SEC EDGAR
MU|0001652149-26-000005|nonDerivative|2026-07-23|ALLEN SCOTT R.|S|Common Stock|879.00|1000.00|D,2026-07-28 03:29:07+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-07-27,2026-07-23,0001652149-26-000005,https://www.sec.gov/Archives/edgar/data/723125/000165214926000005/primarydocument.xml,nonDerivative,2026-07-23,S,Common Stock,879.00,1000.00,879000.0,34958.00,D,ALLEN SCOTT R.,"CVP, Chief Accounting Officer",false,true,false,"CVP, Chief Accounting Officer",SEC EDGAR
MKC|0000063754-26-000284|nonDerivative|2026-07-23|Conway Michael Aaron|P|Common Stock - Non Voting|1100|50.2067|D,2026-07-28 03:29:07+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-07-27,2026-07-23,0000063754-26-000284,https://www.sec.gov/Archives/edgar/data/63754/000006375426000284/form4.xml,nonDerivative,2026-07-23,P,Common Stock - Non Voting,1100,50.2067,55227.369999999995,1100,D,Conway Michael Aaron,Director,1,0,0,,SEC EDGAR
INTU|0001628280-26-049895|derivative|2026-07-23|Hotz Lauren D|A|Restricted Stock Units|18114|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049895,https://www.sec.gov/Archives/edgar/data/896878/000162828026049895/wk-form4_1785192769.xml,derivative,2026-07-23,A,Restricted Stock Units,18114,0,0.0,18114,D,Hotz Lauren D,"Officer, SVP, Chief Accounting Officer",0,1,0,"SVP, Chief Accounting Officer",SEC EDGAR
INTU|0001628280-26-049895|derivative|2026-07-23|Hotz Lauren D|A|Restricted Stock Units (performance-based vesting)|15048|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049895,https://www.sec.gov/Archives/edgar/data/896878/000162828026049895/wk-form4_1785192769.xml,derivative,2026-07-23,A,Restricted Stock Units (performance-based vesting),15048,0,0.0,15048,D,Hotz Lauren D,"Officer, SVP, Chief Accounting Officer",0,1,0,"SVP, Chief Accounting Officer",SEC EDGAR
INTU|0001628280-26-049893|derivative|2026-07-23|Hilliard Caryl Lyn|A|Restricted Stock Units|15397|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049893,https://www.sec.gov/Archives/edgar/data/896878/000162828026049893/wk-form4_1785192695.xml,derivative,2026-07-23,A,Restricted Stock Units,15397,0,0.0,15397,D,Hilliard Caryl Lyn,"Officer, EVP, People and Places",0,1,0,"EVP, People and Places",SEC EDGAR
INTU|0001628280-26-049893|derivative|2026-07-23|Hilliard Caryl Lyn|A|Restricted Stock Units (performance-based vesting)|12791|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049893,https://www.sec.gov/Archives/edgar/data/896878/000162828026049893/wk-form4_1785192695.xml,derivative,2026-07-23,A,Restricted Stock Units (performance-based vesting),12791,0,0.0,12791,D,Hilliard Caryl Lyn,"Officer, EVP, People and Places",0,1,0,"EVP, People and Places",SEC EDGAR
INTU|0001628280-26-049891|derivative|2026-07-23|Hanebrink Anton|A|Restricted Stock Units|17209|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049891,https://www.sec.gov/Archives/edgar/data/896878/000162828026049891/wk-form4_1785192613.xml,derivative,2026-07-23,A,Restricted Stock Units,17209,0,0.0,17209,D,Hanebrink Anton,"Officer, EVP, Corp Strategy and Dev",0,1,0,"EVP, Corp Strategy and Dev",SEC EDGAR
INTU|0001628280-26-049891|derivative|2026-07-23|Hanebrink Anton|A|Restricted Stock Units (performance-based vesting)|14295|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049891,https://www.sec.gov/Archives/edgar/data/896878/000162828026049891/wk-form4_1785192613.xml,derivative,2026-07-23,A,Restricted Stock Units (performance-based vesting),14295,0,0.0,14295,D,Hanebrink Anton,"Officer, EVP, Corp Strategy and Dev",0,1,0,"EVP, Corp Strategy and Dev",SEC EDGAR
INTU|0001628280-26-049897|derivative|2026-07-23|Goodarzi Sasan K|A|Non-Qualified Stock Options (right to buy)|69434|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049897,https://www.sec.gov/Archives/edgar/data/896878/000162828026049897/wk-form4_1785192859.xml,derivative,2026-07-23,A,Non-Qualified Stock Options (right to buy),69434,0,0.0,69434,D,Goodarzi Sasan K,"Director, Officer, Chairman and CEO",1,1,0,Chairman and CEO,SEC EDGAR
INTU|0001628280-26-049897|derivative|2026-07-23|Goodarzi Sasan K|A|Restricted Stock Units|31338|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049897,https://www.sec.gov/Archives/edgar/data/896878/000162828026049897/wk-form4_1785192859.xml,derivative,2026-07-23,A,Restricted Stock Units,31338,0,0.0,31338,D,Goodarzi Sasan K,"Director, Officer, Chairman and CEO",1,1,0,Chairman and CEO,SEC EDGAR
INTU|0001628280-26-049897|derivative|2026-07-23|Goodarzi Sasan K|A|Restricted Stock Units (performance-based vesting)|52064|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049897,https://www.sec.gov/Archives/edgar/data/896878/000162828026049897/wk-form4_1785192859.xml,derivative,2026-07-23,A,Restricted Stock Units (performance-based vesting),52064,0,0.0,52064,D,Goodarzi Sasan K,"Director, Officer, Chairman and CEO",1,1,0,Chairman and CEO,SEC EDGAR
INTU|0001628280-26-049889|derivative|2026-07-23|Aujla Sandeep|A|Restricted Stock Units|32606|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049889,https://www.sec.gov/Archives/edgar/data/896878/000162828026049889/wk-form4_1785192541.xml,derivative,2026-07-23,A,Restricted Stock Units,32606,0,0.0,32606,D,Aujla Sandeep,"Officer, EVP and CFO",0,1,0,EVP and CFO,SEC EDGAR
INTU|0001628280-26-049889|derivative|2026-07-23|Aujla Sandeep|A|Restricted Stock Units (performance-based vesting)|27086|0|D,2026-07-28 03:29:07+0000,INTU,INTUIT INC.,0000896878,4,2026-07-27,2026-07-23,0001628280-26-049889,https://www.sec.gov/Archives/edgar/data/896878/000162828026049889/wk-form4_1785192541.xml,derivative,2026-07-23,A,Restricted Stock Units (performance-based vesting),27086,0,0.0,27086,D,Aujla Sandeep,"Officer, EVP and CFO",0,1,0,EVP and CFO,SEC EDGAR
INCY|0001780915-26-000010|derivative|2026-07-23|Morrissey Michael James|A|Employee Stock Option (right to buy)|6426|0|D,2026-07-28 03:29:07+0000,INCY,INCYTE CORP,0000879169,4,2026-07-27,2026-07-23,0001780915-26-000010,https://www.sec.gov/Archives/edgar/data/879169/000178091526000010/wk-form4_1785191009.xml,derivative,2026-07-23,A,Employee Stock Option (right to buy),6426,0,0.0,6426,D,Morrissey Michael James,"Officer, EVP, Head of Tech. Operations",0,1,0,"EVP, Head of Tech. Operations",SEC EDGAR
INCY|0001780915-26-000010|derivative|2026-07-23|Morrissey Michael James|A|Performance Shares|8999|0|D,2026-07-28 03:29:07+0000,INCY,INCYTE CORP,0000879169,4,2026-07-27,2026-07-23,0001780915-26-000010,https://www.sec.gov/Archives/edgar/data/879169/000178091526000010/wk-form4_1785191009.xml,derivative,2026-07-23,A,Performance Shares,8999,0,0.0,8999,D,Morrissey Michael James,"Officer, EVP, Head of Tech. Operations",0,1,0,"EVP, Head of Tech. Operations",SEC EDGAR
INCY|0002039219-26-000008|derivative|2026-07-23|Heeson Lee|A|Employee Stock Option (right to buy)|15423|0|D,2026-07-28 03:29:07+0000,INCY,INCYTE CORP,0000879169,4,2026-07-27,2026-07-23,0002039219-26-000008,https://www.sec.gov/Archives/edgar/data/879169/000203921926000008/wk-form4_1785190979.xml,derivative,2026-07-23,A,Employee Stock Option (right to buy),15423,0,0.0,15423,D,Heeson Lee,"Officer, EVP, Head of Incyte Intl",0,1,0,"EVP, Head of Incyte Intl",SEC EDGAR
INCY|0002039219-26-000008|derivative|2026-07-23|Heeson Lee|A|Performance Shares|13498|0|D,2026-07-28 03:29:07+0000,INCY,INCYTE CORP,0000879169,4,2026-07-27,2026-07-23,0002039219-26-000008,https://www.sec.gov/Archives/edgar/data/879169/000203921926000008/wk-form4_1785190979.xml,derivative,2026-07-23,A,Performance Shares,13498,0,0.0,13498,D,Heeson Lee,"Officer, EVP, Head of Incyte Intl",0,1,0,"EVP, Head of Incyte Intl",SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-23|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|1266|169.7651|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-23,S,"Common Stock, $1.00 par value",1266,169.7651,214922.61659999998,1174853,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-23|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|1424|170.4746|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-23,S,"Common Stock, $1.00 par value",1424,170.4746,242755.8304,1173429,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-23|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|5137|171.5604|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-23,S,"Common Stock, $1.00 par value",5137,171.5604,881305.7747999999,1168292,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-23|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|2173|172.1368|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-23,S,"Common Stock, $1.00 par value",2173,172.1368,374053.26639999996,1166119,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-24|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|131|172.6686|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-24,S,"Common Stock, $1.00 par value",131,172.6686,22619.5866,1165988,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-24|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|1089|173.5632|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-24,S,"Common Stock, $1.00 par value",1089,173.5632,189010.3248,1164899,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
"HSY|0000950142-26-002166|nonDerivative|2026-07-24|HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL|S|Common Stock, $1.00 par value|8022|174.5222|D",2026-07-28 03:29:07+0000,HSY,HERSHEY CO,0000047111,4,2026-07-27,2026-07-23,0000950142-26-002166,https://www.sec.gov/Archives/edgar/data/47111/000095014226002166/es260811463_4-hsy.xml,nonDerivative,2026-07-24,S,"Common Stock, $1.00 par value",8022,174.5222,1400017.0884,1156877,D,HERSHEY TRUST CO TRUSTEE IN TRUST FOR MILTON HERSHEY SCHOOL,10% Owner,0,0,1,,SEC EDGAR
