unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
PH|0000076334-26-000101|nonDerivative|2026-08-17|Scott Patrick|S|Common Stock|10|1058.94|D,2026-08-26 01:53:32+0000,PH,Parker-Hannifin Corp,0000076334,4,2026-08-19,2026-08-17,0000076334-26-000101,https://www.sec.gov/Archives/edgar/data/76334/000007633426000101/form4.xml,nonDerivative,2026-08-17,S,Common Stock,10,1058.94,10589.400000000001,3718,D,Scott Patrick,"Officer, VP & Pres-Fluid Conn. Grp.",0,1,0,VP & Pres-Fluid Conn. Grp.,SEC EDGAR
PH|0000076334-26-000101|nonDerivative|2026-08-18|Scott Patrick|G|Common Stock|95|0|D,2026-08-26 01:53:32+0000,PH,Parker-Hannifin Corp,0000076334,4,2026-08-19,2026-08-17,0000076334-26-000101,https://www.sec.gov/Archives/edgar/data/76334/000007633426000101/form4.xml,nonDerivative,2026-08-18,G,Common Stock,95,0,0.0,3623,D,Scott Patrick,"Officer, VP & Pres-Fluid Conn. Grp.",0,1,0,VP & Pres-Fluid Conn. Grp.,SEC EDGAR
NUE|0000073309-26-000131|nonDerivative|2026-08-14|Topalian Leon J|M|Common Stock|26000|42.46|D,2026-08-26 01:53:32+0000,NUE,NUCOR CORP,0000073309,4,2026-08-19,2026-08-14,0000073309-26-000131,https://www.sec.gov/Archives/edgar/data/73309/000007330926000131/form4.xml,nonDerivative,2026-08-14,M,Common Stock,26000,42.46,1103960.0,164154.47,D,Topalian Leon J,"Officer, Chair and CEO",,1,,Chair and CEO,SEC EDGAR
NUE|0000073309-26-000131|nonDerivative|2026-08-14|Topalian Leon J|S|Common Stock|25898|268.518|D,2026-08-26 01:53:32+0000,NUE,NUCOR CORP,0000073309,4,2026-08-19,2026-08-14,0000073309-26-000131,https://www.sec.gov/Archives/edgar/data/73309/000007330926000131/form4.xml,nonDerivative,2026-08-14,S,Common Stock,25898,268.518,6954079.163999999,138256.47,D,Topalian Leon J,"Officer, Chair and CEO",,1,,Chair and CEO,SEC EDGAR
NUE|0000073309-26-000131|nonDerivative|2026-08-14|Topalian Leon J|S|Common Stock|102|269.29|D,2026-08-26 01:53:32+0000,NUE,NUCOR CORP,0000073309,4,2026-08-19,2026-08-14,0000073309-26-000131,https://www.sec.gov/Archives/edgar/data/73309/000007330926000131/form4.xml,nonDerivative,2026-08-14,S,Common Stock,102,269.29,27467.58,138154.47,D,Topalian Leon J,"Officer, Chair and CEO",,1,,Chair and CEO,SEC EDGAR
NUE|0000073309-26-000131|nonDerivative|2026-08-17|Topalian Leon J|G|Common Stock|1800|0|D,2026-08-26 01:53:32+0000,NUE,NUCOR CORP,0000073309,4,2026-08-19,2026-08-14,0000073309-26-000131,https://www.sec.gov/Archives/edgar/data/73309/000007330926000131/form4.xml,nonDerivative,2026-08-17,G,Common Stock,1800,0,0.0,136354.47,D,Topalian Leon J,"Officer, Chair and CEO",,1,,Chair and CEO,SEC EDGAR
NUE|0000073309-26-000131|derivative|2026-08-14|Topalian Leon J|M|Stock Option|26000|0|D,2026-08-26 01:53:32+0000,NUE,NUCOR CORP,0000073309,4,2026-08-19,2026-08-14,0000073309-26-000131,https://www.sec.gov/Archives/edgar/data/73309/000007330926000131/form4.xml,derivative,2026-08-14,M,Stock Option,26000,0,0.0,145981,D,Topalian Leon J,"Officer, Chair and CEO",,1,,Chair and CEO,SEC EDGAR
NTAP|0001193125-26-357081|nonDerivative|2026-08-17|CERNUDA CESAR|S|Common Shares|1192|203.63|D,2026-08-26 01:53:32+0000,NTAP,"NetApp, Inc.",0001002047,4,2026-08-19,2026-08-17,0001193125-26-357081,https://www.sec.gov/Archives/edgar/data/1002047/000119312526357081/ownership.xml,nonDerivative,2026-08-17,S,Common Shares,1192,203.63,242726.96,47946,D,CERNUDA CESAR,President,false,true,false,President,SEC EDGAR
NTAP|0001193125-26-357081|nonDerivative|2026-08-17|CERNUDA CESAR|S|Common Shares|495|204.36|D,2026-08-26 01:53:32+0000,NTAP,"NetApp, Inc.",0001002047,4,2026-08-19,2026-08-17,0001193125-26-357081,https://www.sec.gov/Archives/edgar/data/1002047/000119312526357081/ownership.xml,nonDerivative,2026-08-17,S,Common Shares,495,204.36,101158.20000000001,47451,D,CERNUDA CESAR,President,false,true,false,President,SEC EDGAR
NTAP|0001193125-26-357081|nonDerivative|2026-08-17|CERNUDA CESAR|S|Common Shares|821|205.56|D,2026-08-26 01:53:32+0000,NTAP,"NetApp, Inc.",0001002047,4,2026-08-19,2026-08-17,0001193125-26-357081,https://www.sec.gov/Archives/edgar/data/1002047/000119312526357081/ownership.xml,nonDerivative,2026-08-17,S,Common Shares,821,205.56,168764.76,46630,D,CERNUDA CESAR,President,false,true,false,President,SEC EDGAR
NTAP|0001193125-26-357081|nonDerivative|2026-08-17|CERNUDA CESAR|S|Common Shares|100|206.4|D,2026-08-26 01:53:32+0000,NTAP,"NetApp, Inc.",0001002047,4,2026-08-19,2026-08-17,0001193125-26-357081,https://www.sec.gov/Archives/edgar/data/1002047/000119312526357081/ownership.xml,nonDerivative,2026-08-17,S,Common Shares,100,206.4,20640.0,46530,D,CERNUDA CESAR,President,false,true,false,President,SEC EDGAR
NOW|0001334944-26-000034|nonDerivative|2026-08-17|McDermott William R|M|Common Stock|4160|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001334944-26-000034,https://www.sec.gov/Archives/edgar/data/1373715/000133494426000034/wk-form4_1787172788.xml,nonDerivative,2026-08-17,M,Common Stock,4160,0,0.0,186435,D,McDermott William R,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
NOW|0001334944-26-000034|nonDerivative|2026-08-17|McDermott William R|F|Common Stock|2236|117.70|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001334944-26-000034,https://www.sec.gov/Archives/edgar/data/1373715/000133494426000034/wk-form4_1787172788.xml,nonDerivative,2026-08-17,F,Common Stock,2236,117.70,263177.2,184199,D,McDermott William R,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
NOW|0001334944-26-000034|derivative|2026-08-17|McDermott William R|M|Restricted Stock Units|4160|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001334944-26-000034,https://www.sec.gov/Archives/edgar/data/1373715/000133494426000034/wk-form4_1787172788.xml,derivative,2026-08-17,M,Restricted Stock Units,4160,0,0.0,8320,D,McDermott William R,"Director, Officer, Chairman & CEO",1,1,0,Chairman & CEO,SEC EDGAR
NOW|0001465391-26-000030|nonDerivative|2026-08-17|Mastantuono Gina|M|Common Stock|1595|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001465391-26-000030,https://www.sec.gov/Archives/edgar/data/1373715/000146539126000030/wk-form4_1787172763.xml,nonDerivative,2026-08-17,M,Common Stock,1595,0,0.0,110114.4656,D,Mastantuono Gina,"Officer, President and CFO",0,1,0,President and CFO,SEC EDGAR
NOW|0001465391-26-000030|nonDerivative|2026-08-17|Mastantuono Gina|F|Common Stock|858|117.70|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001465391-26-000030,https://www.sec.gov/Archives/edgar/data/1373715/000146539126000030/wk-form4_1787172763.xml,nonDerivative,2026-08-17,F,Common Stock,858,117.70,100986.6,109256.4656,D,Mastantuono Gina,"Officer, President and CFO",0,1,0,President and CFO,SEC EDGAR
NOW|0001465391-26-000030|derivative|2026-08-17|Mastantuono Gina|M|Restricted Stock Units|1595|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001465391-26-000030,https://www.sec.gov/Archives/edgar/data/1373715/000146539126000030/wk-form4_1787172763.xml,derivative,2026-08-17,M,Restricted Stock Units,1595,0,0.0,3190,D,Mastantuono Gina,"Officer, President and CFO",0,1,0,President and CFO,SEC EDGAR
NOW|0002111929-26-000016|nonDerivative|2026-08-17|Fontaine Danielle|M|Common Stock|485|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0002111929-26-000016,https://www.sec.gov/Archives/edgar/data/1373715/000211192926000016/wk-form4_1787172768.xml,nonDerivative,2026-08-17,M,Common Stock,485,0,0.0,11055,D,Fontaine Danielle,"Officer, Principal Accounting Officer",0,1,0,Principal Accounting Officer,SEC EDGAR
NOW|0002111929-26-000016|nonDerivative|2026-08-17|Fontaine Danielle|F|Common Stock|168|117.70|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0002111929-26-000016,https://www.sec.gov/Archives/edgar/data/1373715/000211192926000016/wk-form4_1787172768.xml,nonDerivative,2026-08-17,F,Common Stock,168,117.70,19773.600000000002,10887,D,Fontaine Danielle,"Officer, Principal Accounting Officer",0,1,0,Principal Accounting Officer,SEC EDGAR
NOW|0002111929-26-000016|derivative|2026-08-17|Fontaine Danielle|M|Restricted Stock Units|485|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0002111929-26-000016,https://www.sec.gov/Archives/edgar/data/1373715/000211192926000016/wk-form4_1787172768.xml,derivative,2026-08-17,M,Restricted Stock Units,485,0,0.0,975,D,Fontaine Danielle,"Officer, Principal Accounting Officer",0,1,0,Principal Accounting Officer,SEC EDGAR
NOW|0001667422-26-000033|nonDerivative|2026-08-17|Fipps Paul|M|Common Stock|340|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001667422-26-000033,https://www.sec.gov/Archives/edgar/data/1373715/000166742226000033/wk-form4_1787172774.xml,nonDerivative,2026-08-17,M,Common Stock,340,0,0.0,20295.1822,D,Fipps Paul,"Officer, President, Global Customer Ops",0,1,0,"President, Global Customer Ops",SEC EDGAR
NOW|0001667422-26-000033|nonDerivative|2026-08-17|Fipps Paul|F|Common Stock|136|117.70|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001667422-26-000033,https://www.sec.gov/Archives/edgar/data/1373715/000166742226000033/wk-form4_1787172774.xml,nonDerivative,2026-08-17,F,Common Stock,136,117.70,16007.2,20159.1822,D,Fipps Paul,"Officer, President, Global Customer Ops",0,1,0,"President, Global Customer Ops",SEC EDGAR
NOW|0001667422-26-000033|nonDerivative|2026-08-17|Fipps Paul|M|Common Stock|300|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001667422-26-000033,https://www.sec.gov/Archives/edgar/data/1373715/000166742226000033/wk-form4_1787172774.xml,nonDerivative,2026-08-17,M,Common Stock,300,0,0.0,20459.1822,D,Fipps Paul,"Officer, President, Global Customer Ops",0,1,0,"President, Global Customer Ops",SEC EDGAR
NOW|0001667422-26-000033|nonDerivative|2026-08-17|Fipps Paul|F|Common Stock|120|117.70|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001667422-26-000033,https://www.sec.gov/Archives/edgar/data/1373715/000166742226000033/wk-form4_1787172774.xml,nonDerivative,2026-08-17,F,Common Stock,120,117.70,14124.0,20339.1822,D,Fipps Paul,"Officer, President, Global Customer Ops",0,1,0,"President, Global Customer Ops",SEC EDGAR
NOW|0001667422-26-000033|derivative|2026-08-17|Fipps Paul|M|Restricted Stock Units|340|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001667422-26-000033,https://www.sec.gov/Archives/edgar/data/1373715/000166742226000033/wk-form4_1787172774.xml,derivative,2026-08-17,M,Restricted Stock Units,340,0,0.0,685,D,Fipps Paul,"Officer, President, Global Customer Ops",0,1,0,"President, Global Customer Ops",SEC EDGAR
NOW|0001667422-26-000033|derivative|2026-08-17|Fipps Paul|M|Restricted Stock Units|300|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001667422-26-000033,https://www.sec.gov/Archives/edgar/data/1373715/000166742226000033/wk-form4_1787172774.xml,derivative,2026-08-17,M,Restricted Stock Units,300,0,0.0,1195,D,Fipps Paul,"Officer, President, Global Customer Ops",0,1,0,"President, Global Customer Ops",SEC EDGAR
NOW|0001649609-26-000032|nonDerivative|2026-08-17|Canney Jacqueline P|M|Common Stock|970|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001649609-26-000032,https://www.sec.gov/Archives/edgar/data/1373715/000164960926000032/wk-form4_1787172780.xml,nonDerivative,2026-08-17,M,Common Stock,970,0,0.0,38385,D,Canney Jacqueline P,"Officer, Chief People & AI Enblmt. Off.",0,1,0,Chief People & AI Enblmt. Off.,SEC EDGAR
NOW|0001649609-26-000032|nonDerivative|2026-08-17|Canney Jacqueline P|F|Common Stock|496|117.70|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001649609-26-000032,https://www.sec.gov/Archives/edgar/data/1373715/000164960926000032/wk-form4_1787172780.xml,nonDerivative,2026-08-17,F,Common Stock,496,117.70,58379.200000000004,37889,D,Canney Jacqueline P,"Officer, Chief People & AI Enblmt. Off.",0,1,0,Chief People & AI Enblmt. Off.,SEC EDGAR
NOW|0001649609-26-000032|derivative|2026-08-17|Canney Jacqueline P|M|Restricted Stock Units|970|0|D,2026-08-26 01:53:32+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-19,2026-08-17,0001649609-26-000032,https://www.sec.gov/Archives/edgar/data/1373715/000164960926000032/wk-form4_1787172780.xml,derivative,2026-08-17,M,Restricted Stock Units,970,0,0.0,1945,D,Canney Jacqueline P,"Officer, Chief People & AI Enblmt. Off.",0,1,0,Chief People & AI Enblmt. Off.,SEC EDGAR
MTB|0001628280-26-057857|nonDerivative|2026-08-17|Taylor John R.|S|Common Stock|1217|253.84|D,2026-08-26 01:53:32+0000,MTB,M&T BANK CORP,0000036270,4,2026-08-19,2026-08-17,0001628280-26-057857,https://www.sec.gov/Archives/edgar/data/36270/000162828026057857/wk-form4_1787148430.xml,nonDerivative,2026-08-17,S,Common Stock,1217,253.84,308923.28,3062.392,D,Taylor John R.,"Officer, EVP and Controller",0,1,0,EVP and Controller,SEC EDGAR
MPWR|0001214659-26-010630|nonDerivative|2026-08-17|DEAN ROBERT W II|S|Common Stock|6|1413.64|D,2026-08-26 01:53:32+0000,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",0001280452,4,2026-08-19,2026-08-17,0001214659-26-010630,https://www.sec.gov/Archives/edgar/data/1280452/000121465926010630/marketforms-73781.xml,nonDerivative,2026-08-17,S,Common Stock,6,1413.64,8481.84,7126,D,DEAN ROBERT W II,Interim CFO,false,true,false,Interim CFO,SEC EDGAR
MPC|0001193125-26-356892|nonDerivative|2026-08-17|Benson Molly R|M|Common Stock|7196|47.73|D,2026-08-26 01:53:32+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-19,2026-08-17,0001193125-26-356892,https://www.sec.gov/Archives/edgar/data/1510295/000119312526356892/ownership.xml,nonDerivative,2026-08-17,M,Common Stock,7196,47.73,343465.07999999996,37530.3328,D,Benson Molly R,Chief Legal Ofc & Corp Sec,false,true,false,Chief Legal Ofc & Corp Sec,SEC EDGAR
MPC|0001193125-26-356892|nonDerivative|2026-08-17|Benson Molly R|S|Common Stock|7196|358.57|D,2026-08-26 01:53:32+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-19,2026-08-17,0001193125-26-356892,https://www.sec.gov/Archives/edgar/data/1510295/000119312526356892/ownership.xml,nonDerivative,2026-08-17,S,Common Stock,7196,358.57,2580269.7199999997,30334.3328,D,Benson Molly R,Chief Legal Ofc & Corp Sec,false,true,false,Chief Legal Ofc & Corp Sec,SEC EDGAR
MPC|0001193125-26-356892|nonDerivative|2026-08-17|Benson Molly R|M|Common Stock|5000|47.73|D,2026-08-26 01:53:32+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-19,2026-08-17,0001193125-26-356892,https://www.sec.gov/Archives/edgar/data/1510295/000119312526356892/ownership.xml,nonDerivative,2026-08-17,M,Common Stock,5000,47.73,238649.99999999997,35334.3328,D,Benson Molly R,Chief Legal Ofc & Corp Sec,false,true,false,Chief Legal Ofc & Corp Sec,SEC EDGAR
MPC|0001193125-26-356892|nonDerivative|2026-08-17|Benson Molly R|S|Common Stock|5000|358.57|D,2026-08-26 01:53:32+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-19,2026-08-17,0001193125-26-356892,https://www.sec.gov/Archives/edgar/data/1510295/000119312526356892/ownership.xml,nonDerivative,2026-08-17,S,Common Stock,5000,358.57,1792850.0,30334.3328,D,Benson Molly R,Chief Legal Ofc & Corp Sec,false,true,false,Chief Legal Ofc & Corp Sec,SEC EDGAR
MPC|0001193125-26-356892|derivative|2026-08-17|Benson Molly R|M|Employee Stock Option (right to buy)|7196|0|D,2026-08-26 01:53:32+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-19,2026-08-17,0001193125-26-356892,https://www.sec.gov/Archives/edgar/data/1510295/000119312526356892/ownership.xml,derivative,2026-08-17,M,Employee Stock Option (right to buy),7196,0,0.0,10000,D,Benson Molly R,Chief Legal Ofc & Corp Sec,false,true,false,Chief Legal Ofc & Corp Sec,SEC EDGAR
MPC|0001193125-26-356892|derivative|2026-08-17|Benson Molly R|M|Employee Stock Option (right to buy)|5000|0|D,2026-08-26 01:53:32+0000,MPC,Marathon Petroleum Corp,0001510295,4,2026-08-19,2026-08-17,0001193125-26-356892,https://www.sec.gov/Archives/edgar/data/1510295/000119312526356892/ownership.xml,derivative,2026-08-17,M,Employee Stock Option (right to buy),5000,0,0.0,0,D,Benson Molly R,Chief Legal Ofc & Corp Sec,false,true,false,Chief Legal Ofc & Corp Sec,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|M|Common Stock|702|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,M,Common Stock,702,80.26,56342.520000000004,133618,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|F|Common Stock|298|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,F,Common Stock,298,80.26,23917.480000000003,133320,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|M|Common Stock|1222|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,M,Common Stock,1222,80.26,98077.72,134542,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|F|Common Stock|518|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,F,Common Stock,518,80.26,41574.68,134024,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|M|Common Stock|269|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,M,Common Stock,269,80.26,21589.940000000002,134293,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|F|Common Stock|114|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,F,Common Stock,114,80.26,9149.640000000001,134179,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|M|Common Stock|849|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,M,Common Stock,849,80.26,68140.74,135028,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|nonDerivative|2026-08-15|Simoncic Richard J|F|Common Stock|360|80.26|I,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,nonDerivative,2026-08-15,F,Common Stock,360,80.26,28893.600000000002,134668,I,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|derivative|2026-08-15|Simoncic Richard J|M|Restricted Stock Units|702|0|D,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,derivative,2026-08-15,M,Restricted Stock Units,702,0,0.0,0,D,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
MCHP|0001181945-26-000026|derivative|2026-08-15|Simoncic Richard J|M|Performance Stock Units|1222|0|D,2026-08-26 01:53:32+0000,MCHP,MICROCHIP TECHNOLOGY INC,0000827054,4,2026-08-19,2026-08-15,0001181945-26-000026,https://www.sec.gov/Archives/edgar/data/827054/000118194526000026/wk-form4_1787187729.xml,derivative,2026-08-15,M,Performance Stock Units,1222,0,0.0,0,D,Simoncic Richard J,"Officer, CHIEF OPERATING OFFICER",0,1,0,CHIEF OPERATING OFFICER,SEC EDGAR
